Up To,Percent of Enrollees,Avg. Cost per Enrollee (Max'd),Avg. Cost per Enrollee (Bucket),ER,Avg. ER Freq,IP,Avg. IP Freq,Primary Care,Avg. Primary Care Freq,Specialist,Avg. Specialist Freq,Mental Health and Sub. Use Disoder,Mental Health and Sub. Use Disorder Freq.,Imaging,Avg. Imaging Freq,Speech Therapy,Avg. Speech Therapy Freq,Occ. + Physical Therapy,Occ. + Physical Therapy Freq,Preventive (Combined),Avg. Prev. Freq (Combined),Laboratory,Avg. Laboratory Freq,X-rays (Combined),Avg. X-ray Freq (Combined),X-rays (Specialist),Avg. X-rays Freq (Specialist),X-rays (Primary),Avg. X-rays Freq (Primary),X-rays (Unclass.),Avg. X-rays Freq (Unclass.),SNF,Avg. SNF Freq.,Unclassified,Avg. Unclassified Freq,Avg. IP Days,Avg. SNF Days,Generics,Avg. Generics Prescriptions,Preferred Brand,Avg. Pref. Brand Prescriptions,Non-Preferred Brand,Avg. Non-Pref. Brand Prescriptions,Specialty High-Cost,Avg. Spec. Prescriptions,Mental Health - OP Facility,Avg. Mental Health - OP Facility Freq,Mental Health - OP Prof.,Avg. Mental Health - OP Prof. Freq,Imaging - OP Facility,Avg. Imaging - OP Facility Freq,Imaging - OP Prof.,Avg. Imaging - OP Prof. Freq,Speech Therapy - OP Facility,Avg. Speech Therapy - OP Facility Freq,Speech Therapy - OP Prof.,Avg. Speech Therapy - OP Prof. Freq,Occupational Therapy - OP Facility,Avg. Occ. Therapy - OP Facility Freq,Occupational Therapy - OP Prof.,Avg. Occ. Therapy - OP Prof. Freq,Laboratory - OP Facility,Avg. Lab - OP Facility Freq,Laboratory - OP Prof.,Avg. Lab - OP Prof. Freq,Unclassified - OP Facility,Avg. Unclass. - OP Facility Freq,OP Surgery,OP Surgery Freq.,IP Max Days - 1,IP Max Days - 2,IP Max Days - 3,IP Max Days - 4,IP Max Days - 5,IP Max Days - 6,IP Max Days - 7,IP Max Days - 8,IP Max Days - 9,IP Max Days - 10,Primary Care >1 Visit,Primary Care >1 Visit Freq.,Primary Care >2 Visits,Primary Care >2 Visits Freq.,Primary Care >3 Visits,Primary Care >3 Visits Freq.,Primary Care >4 Visits,Primary Care >4 Visits Freq.,Primary Care >5 Visits,Primary Care >5 Visits Freq.,Primary Care >6 Visits,Primary Care >6 Visits Freq.,Primary Care >7 Visits,Primary Care >7 Visits Freq.,Primary Care >8 Visits,Primary Care >8 Visits Freq.,Primary Care >9 Visits,Primary Care >9 Visits Freq.,Primary Care >10 Visits,Primary Care >10 Visits Freq.
"$8,600",0.09%,"$2,010.31","$8,553.62",$161.40,0.091,$13.22,0.004,$140.82,0.882,$114.53,0.77,$47.16,0.473,$38.19,0.068,$0.80,0.008,$28.18,0.661,$110.89,1.454,$77.65,2.781,$75.80,0.566,$38.15,0.397,$5.44,0.048,$32.21,0.12,$0.02,0,$209.48,2.015,0.009,0,$139.24,5.305,$126.13,0.77,$19.40,0.081,$0.47,0.002,$2.45,0.031,$44.70,0.442,$18.42,0.016,$19.77,0.053,$0.13,0.001,$0.68,0.007,$5.86,0.073,$22.32,0.587,$25.56,0.461,$52.09,2.32,$66.86,0.614,$142.63,1.401,0.004,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,$74.25,0.49,$38.25,0.27,$20.06,0.15,$11.06,0.08,$6.37,0.05,$3.75,0.03,$2.30,0.02,$1.48,0.01,$0.96,0.01,$0.63,0.01
"$8,700",0.07%,"$2,020.23","$8,645.27",$162.45,0.091,$13.39,0.004,$140.98,0.883,$114.82,0.772,$47.76,0.477,$38.39,0.069,$0.81,0.008,$28.35,0.663,$111.13,1.456,$77.96,2.786,$76.03,0.567,$38.26,0.398,$5.46,0.048,$32.31,0.12,$0.02,0,$210.62,2.021,0.009,0,$139.56,5.314,$127.14,0.773,$19.54,0.081,$0.47,0.002,$2.51,0.032,$45.25,0.445,$18.52,0.016,$19.87,0.053,$0.14,0.001,$0.68,0.007,$5.93,0.074,$22.42,0.589,$25.67,0.463,$52.30,2.324,$67.74,0.617,$142.88,1.404,0.004,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,$74.38,0.5,$38.35,0.27,$20.13,0.15,$11.11,0.08,$6.40,0.05,$3.77,0.03,$2.31,0.02,$1.49,0.01,$0.97,0.01,$0.63,0.01
"$8,800",0.09%,"$2,030.07","$8,752.71",$163.65,0.092,$14.03,0.004,$141.11,0.883,$115.45,0.775,$47.91,0.478,$38.61,0.069,$0.83,0.009,$28.51,0.666,$111.39,1.457,$78.22,2.792,$76.19,0.568,$38.35,0.399,$5.47,0.048,$32.37,0.12,$0.02,0,$212.27,2.028,0.009,0,$140.11,5.325,$128.23,0.775,$19.64,0.081,$0.49,0.002,$2.52,0.032,$45.39,0.446,$18.65,0.016,$19.95,0.053,$0.14,0.001,$0.69,0.007,$6.00,0.074,$22.51,0.592,$25.79,0.464,$52.43,2.328,$68.93,0.621,$143.33,1.407,0.004,0.006,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.009,$74.47,0.5,$38.41,0.27,$20.16,0.15,$11.13,0.08,$6.41,0.05,$3.78,0.03,$2.32,0.02,$1.50,0.01,$0.97,0.01,$0.63,0.01
"$8,900",0.08%,"$2,039.82","$8,842.84",$165.28,0.092,$14.47,0.004,$141.30,0.884,$115.73,0.776,$48.17,0.48,$38.86,0.069,$0.84,0.009,$28.60,0.668,$111.60,1.459,$78.49,2.798,$76.57,0.569,$38.43,0.4,$5.48,0.049,$32.66,0.12,$0.02,0,$213.29,2.033,0.01,0,$140.58,5.334,$129.21,0.778,$19.77,0.082,$0.52,0.002,$2.53,0.032,$45.63,0.448,$18.82,0.016,$20.05,0.053,$0.14,0.001,$0.70,0.007,$6.02,0.074,$22.58,0.593,$25.91,0.466,$52.58,2.332,$69.67,0.624,$143.62,1.409,0.004,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,$74.62,0.5,$38.52,0.27,$20.24,0.15,$11.19,0.08,$6.46,0.05,$3.81,0.03,$2.34,0.02,$1.51,0.01,$0.98,0.01,$0.64,0.01
"$9,000",0.08%,"$2,049.50","$8,952.38",$166.36,0.093,$14.74,0.004,$141.44,0.885,$116.09,0.778,$48.25,0.481,$39.07,0.07,$0.86,0.009,$28.75,0.67,$111.90,1.461,$78.72,2.804,$76.90,0.571,$38.54,0.401,$5.49,0.049,$32.87,0.12,$0.02,0,$215.09,2.042,0.01,0,$140.92,5.343,$130.43,0.78,$19.87,0.082,$0.56,0.002,$2.54,0.032,$45.71,0.449,$18.91,0.016,$20.15,0.054,$0.14,0.001,$0.72,0.008,$6.06,0.075,$22.69,0.595,$25.99,0.467,$52.73,2.337,$71.02,0.628,$144.08,1.413,0.004,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,$74.74,0.5,$38.61,0.27,$20.30,0.15,$11.22,0.08,$6.48,0.05,$3.82,0.03,$2.34,0.02,$1.52,0.01,$0.99,0.01,$0.64,0.01
"$9,100",0.11%,"$2,059.08","$9,054.43",$168.39,0.093,$14.98,0.004,$141.67,0.887,$116.66,0.781,$48.70,0.485,$39.34,0.07,$0.86,0.009,$29.02,0.675,$112.60,1.464,$79.13,2.81,$77.12,0.572,$38.60,0.402,$5.52,0.049,$33.00,0.12,$0.02,0,$216.73,2.048,0.01,0,$141.57,5.355,$132.32,0.784,$20.03,0.082,$0.56,0.002,$2.57,0.032,$46.14,0.453,$19.08,0.016,$20.26,0.054,$0.14,0.001,$0.72,0.008,$6.18,0.076,$22.84,0.6,$26.23,0.469,$52.90,2.341,$72.35,0.633,$144.38,1.415,0.004,0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,$74.93,0.5,$38.75,0.27,$20.41,0.15,$11.28,0.09,$6.51,0.05,$3.85,0.03,$2.36,0.02,$1.53,0.01,$1.00,0.01,$0.65,0.01
"$9,200",0.08%,"$2,068.56","$9,144.23",$169.73,0.094,$15.25,0.004,$141.84,0.888,$117.07,0.784,$49.01,0.487,$39.80,0.071,$0.86,0.009,$29.22,0.679,$112.80,1.466,$79.38,2.816,$77.35,0.574,$38.69,0.403,$5.53,0.049,$33.13,0.12,$0.02,0,$218.40,2.055,0.01,0,$141.94,5.369,$133.56,0.786,$20.15,0.082,$0.57,0.002,$2.71,0.032,$46.30,0.454,$19.41,0.016,$20.40,0.054,$0.14,0.001,$0.72,0.008,$6.23,0.076,$22.99,0.603,$26.33,0.47,$53.04,2.346,$73.67,0.637,$144.73,1.418,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.009,$75.06,0.5,$38.84,0.27,$20.46,0.15,$11.32,0.09,$6.53,0.05,$3.86,0.03,$2.37,0.02,$1.53,0.01,$1.00,0.01,$0.65,0.01
"$9,300",0.09%,"$2,077.95","$9,248.76",$171.07,0.094,$15.59,0.004,$142.02,0.889,$117.38,0.786,$49.34,0.489,$40.16,0.071,$0.87,0.009,$29.47,0.683,$113.10,1.468,$79.94,2.825,$77.61,0.576,$38.83,0.404,$5.54,0.049,$33.25,0.12,$0.02,0,$220.28,2.063,0.01,0,$142.34,5.381,$134.93,0.789,$20.31,0.082,$0.58,0.002,$2.80,0.033,$46.55,0.456,$19.67,0.016,$20.50,0.055,$0.14,0.001,$0.73,0.008,$6.35,0.077,$23.12,0.606,$26.49,0.473,$53.45,2.352,$75.15,0.642,$145.13,1.421,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.009,0.01,0.01,$75.21,0.5,$38.93,0.27,$20.52,0.15,$11.35,0.09,$6.56,0.05,$3.88,0.03,$2.38,0.02,$1.54,0.01,$1.00,0.01,$0.65,0.01
"$9,400",0.08%,"$2,087.25","$9,348.14",$172.28,0.095,$16.06,0.004,$142.20,0.89,$117.87,0.789,$49.60,0.492,$40.68,0.072,$0.87,0.009,$29.70,0.689,$113.37,1.47,$80.27,2.833,$77.89,0.578,$38.92,0.405,$5.55,0.049,$33.42,0.12,$0.02,0,$221.89,2.073,0.01,0,$142.76,5.393,$135.83,0.791,$20.61,0.083,$0.59,0.002,$2.82,0.033,$46.78,0.459,$20.07,0.017,$20.61,0.055,$0.14,0.001,$0.73,0.008,$6.44,0.078,$23.26,0.611,$26.61,0.476,$53.66,2.357,$76.24,0.647,$145.66,1.425,0.004,0.007,0.008,0.009,0.009,0.009,0.009,0.01,0.01,0.01,$75.35,0.5,$39.03,0.27,$20.59,0.15,$11.39,0.09,$6.58,0.05,$3.90,0.03,$2.40,0.02,$1.55,0.01,$1.01,0.01,$0.66,0.01
"$9,500",0.09%,"$2,096.47","$9,448.69",$173.97,0.095,$16.42,0.004,$142.39,0.891,$118.31,0.791,$49.82,0.494,$40.88,0.072,$0.87,0.009,$29.81,0.691,$113.67,1.472,$80.63,2.837,$78.09,0.579,$39.03,0.407,$5.57,0.049,$33.49,0.12,$0.02,0,$223.76,2.079,0.01,0,$143.18,5.402,$137.19,0.794,$20.92,0.083,$0.61,0.002,$2.85,0.033,$46.97,0.461,$20.16,0.017,$20.72,0.055,$0.14,0.001,$0.73,0.008,$6.46,0.078,$23.35,0.613,$26.75,0.476,$53.88,2.361,$77.77,0.651,$145.99,1.428,0.004,0.007,0.008,0.009,0.009,0.01,0.01,0.01,0.01,0.01,$75.52,0.5,$39.15,0.27,$20.67,0.15,$11.45,0.09,$6.62,0.05,$3.92,0.03,$2.41,0.02,$1.56,0.01,$1.02,0.01,$0.67,0.01
"$9,600",0.07%,"$2,105.60","$9,546.52",$174.78,0.095,$17.29,0.005,$142.55,0.892,$118.65,0.793,$49.99,0.495,$41.07,0.072,$0.87,0.009,$29.91,0.693,$113.95,1.474,$81.02,2.844,$78.44,0.581,$39.11,0.407,$5.58,0.049,$33.74,0.12,$0.02,0,$225.31,2.086,0.011,0,$143.55,5.41,$138.12,0.796,$21.02,0.084,$0.64,0.002,$2.90,0.034,$47.09,0.462,$20.28,0.017,$20.79,0.055,$0.14,0.001,$0.73,0.008,$6.49,0.078,$23.42,0.615,$27.01,0.479,$54.00,2.365,$78.97,0.656,$146.34,1.43,0.004,0.007,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.01,$75.64,0.5,$39.25,0.27,$20.74,0.15,$11.49,0.09,$6.66,0.05,$3.95,0.03,$2.44,0.02,$1.58,0.01,$1.04,0.01,$0.68,0.01
"$9,700",0.07%,"$2,114.66","$9,649.99",$176.02,0.096,$17.63,0.005,$142.70,0.893,$118.97,0.795,$50.18,0.497,$41.36,0.073,$0.89,0.009,$30.04,0.695,$114.22,1.476,$81.24,2.848,$78.58,0.581,$39.16,0.408,$5.59,0.049,$33.83,0.12,$0.02,0,$226.47,2.091,0.011,0,$143.83,5.418,$139.24,0.798,$21.13,0.084,$0.64,0.002,$2.92,0.034,$47.26,0.463,$20.48,0.017,$20.88,0.056,$0.16,0.001,$0.74,0.008,$6.51,0.078,$23.54,0.617,$27.15,0.481,$54.09,2.368,$79.88,0.66,$146.60,1.431,0.004,0.007,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.011,$75.78,0.5,$39.36,0.27,$20.81,0.15,$11.55,0.09,$6.70,0.05,$3.98,0.03,$2.45,0.02,$1.59,0.01,$1.04,0.01,$0.68,0.01
"$9,800",0.08%,"$2,123.66","$9,754.56",$177.06,0.096,$18.36,0.005,$142.92,0.895,$119.48,0.797,$50.31,0.498,$41.89,0.073,$0.90,0.009,$30.24,0.701,$114.49,1.478,$81.73,2.856,$78.90,0.584,$39.31,0.409,$5.60,0.049,$33.99,0.12,$0.02,0,$227.92,2.098,0.011,0,$144.20,5.429,$140.26,0.799,$21.29,0.084,$0.64,0.002,$2.94,0.034,$47.36,0.464,$20.84,0.017,$21.05,0.056,$0.17,0.002,$0.74,0.008,$6.52,0.079,$23.72,0.622,$27.45,0.484,$54.27,2.373,$80.88,0.664,$147.04,1.434,0.004,0.008,0.009,0.01,0.01,0.01,0.01,0.011,0.011,0.011,$75.96,0.51,$39.50,0.28,$20.90,0.15,$11.60,0.09,$6.73,0.05,$4.00,0.03,$2.46,0.02,$1.60,0.01,$1.04,0.01,$0.68,0.01
"$9,900",0.06%,"$2,132.57","$9,845.58",$178.27,0.096,$18.60,0.005,$143.02,0.895,$119.79,0.8,$50.71,0.502,$42.10,0.074,$0.93,0.009,$30.40,0.704,$114.80,1.479,$81.96,2.861,$79.11,0.585,$39.39,0.41,$5.61,0.05,$34.11,0.13,$0.02,0,$229.02,2.103,0.011,0,$144.46,5.437,$141.29,0.802,$21.37,0.085,$0.65,0.002,$2.97,0.034,$47.75,0.468,$20.96,0.017,$21.14,0.056,$0.19,0.002,$0.74,0.008,$6.58,0.079,$23.82,0.625,$27.56,0.485,$54.40,2.376,$81.69,0.667,$147.33,1.436,0.004,0.008,0.009,0.01,0.01,0.01,0.011,0.011,0.011,0.011,$76.04,0.51,$39.56,0.28,$20.95,0.15,$11.63,0.09,$6.76,0.05,$4.02,0.03,$2.48,0.02,$1.61,0.02,$1.05,0.01,$0.69,0.01
"$10,000",0.07%,"$2,141.43","$9,950.82",$179.19,0.097,$19.46,0.005,$143.22,0.896,$120.43,0.802,$50.83,0.503,$42.35,0.074,$0.94,0.01,$30.53,0.706,$115.05,1.481,$82.11,2.865,$79.33,0.586,$39.47,0.411,$5.62,0.05,$34.24,0.13,$0.02,0,$230.41,2.109,0.012,0,$144.67,5.444,$142.13,0.803,$21.43,0.085,$0.65,0.002,$3.00,0.035,$47.83,0.468,$21.12,0.017,$21.23,0.057,$0.19,0.002,$0.76,0.008,$6.62,0.08,$23.91,0.626,$27.64,0.486,$54.46,2.379,$82.67,0.671,$147.74,1.438,0.005,0.008,0.009,0.01,0.01,0.011,0.011,0.011,0.011,0.011,$76.20,0.51,$39.68,0.28,$21.03,0.15,$11.69,0.09,$6.78,0.05,$4.03,0.03,$2.49,0.02,$1.61,0.02,$1.06,0.01,$0.69,0.01
"$10,100",0.08%,"$2,150.21","$10,051.66",$180.57,0.097,$20.02,0.005,$143.32,0.897,$120.87,0.805,$51.16,0.505,$42.67,0.074,$0.95,0.01,$30.68,0.708,$115.27,1.482,$82.51,2.869,$79.50,0.588,$39.52,0.412,$5.63,0.05,$34.35,0.13,$0.02,0,$232.53,2.116,0.012,0,$144.97,5.452,$143.09,0.805,$21.56,0.085,$0.68,0.002,$3.16,0.035,$48.00,0.47,$21.33,0.018,$21.34,0.057,$0.19,0.002,$0.77,0.008,$6.66,0.08,$24.02,0.628,$27.73,0.487,$54.78,2.381,$84.46,0.676,$148.06,1.44,0.005,0.008,0.009,0.01,0.011,0.011,0.011,0.011,0.011,0.011,$76.29,0.51,$39.75,0.28,$21.08,0.15,$11.72,0.09,$6.80,0.05,$4.05,0.03,$2.50,0.02,$1.62,0.02,$1.06,0.01,$0.70,0.01
"$10,200",0.06%,"$2,158.92","$10,152.00",$181.55,0.097,$20.68,0.005,$143.50,0.898,$121.18,0.807,$51.29,0.506,$42.95,0.075,$0.97,0.01,$30.80,0.711,$115.53,1.484,$82.73,2.874,$79.75,0.589,$39.66,0.413,$5.63,0.05,$34.46,0.13,$0.02,0,$233.85,2.122,0.012,0,$145.28,5.463,$143.89,0.807,$21.68,0.085,$0.70,0.002,$3.18,0.035,$48.12,0.471,$21.51,0.018,$21.44,0.057,$0.20,0.002,$0.76,0.008,$6.69,0.08,$24.11,0.63,$27.83,0.489,$54.90,2.385,$85.43,0.679,$148.42,1.443,0.005,0.008,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.012,$76.45,0.51,$39.87,0.28,$21.17,0.15,$11.78,0.09,$6.84,0.05,$4.07,0.03,$2.51,0.02,$1.63,0.02,$1.07,0.01,$0.70,0.01
"$10,300",0.06%,"$2,167.56","$10,249.53",$182.84,0.098,$21.02,0.005,$143.65,0.899,$121.50,0.809,$51.61,0.508,$43.22,0.075,$0.98,0.01,$31.01,0.714,$115.69,1.485,$82.94,2.878,$79.90,0.59,$39.74,0.414,$5.64,0.05,$34.52,0.13,$0.02,0,$235.17,2.127,0.012,0,$145.65,5.471,$144.57,0.809,$21.73,0.085,$0.70,0.002,$3.23,0.036,$48.37,0.473,$21.69,0.018,$21.53,0.057,$0.20,0.002,$0.77,0.008,$6.77,0.081,$24.24,0.633,$27.92,0.49,$55.02,2.388,$86.45,0.682,$148.72,1.445,0.005,0.008,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.012,$76.55,0.51,$39.95,0.28,$21.21,0.15,$11.81,0.09,$6.86,0.05,$4.09,0.03,$2.53,0.02,$1.64,0.02,$1.08,0.01,$0.71,0.01
"$10,400",0.07%,"$2,176.14","$10,347.05",$184.39,0.098,$21.47,0.005,$143.77,0.9,$121.88,0.811,$51.82,0.51,$43.44,0.075,$0.98,0.01,$31.13,0.716,$115.84,1.486,$83.21,2.884,$80.04,0.591,$39.80,0.415,$5.65,0.05,$34.59,0.13,$0.02,0,$236.62,2.132,0.013,0,$146.14,5.478,$145.26,0.81,$21.83,0.086,$0.70,0.002,$3.29,0.036,$48.54,0.474,$21.83,0.018,$21.62,0.058,$0.20,0.002,$0.78,0.008,$6.81,0.082,$24.31,0.634,$28.05,0.492,$55.16,2.392,$87.69,0.686,$148.93,1.446,0.005,0.008,0.01,0.011,0.011,0.011,0.012,0.012,0.012,0.012,$76.66,0.51,$40.04,0.28,$21.28,0.15,$11.86,0.09,$6.90,0.05,$4.12,0.03,$2.55,0.02,$1.66,0.02,$1.09,0.01,$0.71,0.01
"$10,500",0.08%,"$2,184.65","$10,450.31",$185.83,0.099,$21.77,0.005,$143.94,0.901,$122.40,0.814,$52.06,0.512,$43.75,0.076,$0.98,0.01,$31.29,0.72,$116.09,1.488,$83.64,2.892,$80.50,0.594,$40.01,0.416,$5.65,0.05,$34.83,0.13,$0.02,0,$238.68,2.14,0.013,0,$146.51,5.489,$146.36,0.812,$22.00,0.086,$0.70,0.002,$3.29,0.036,$48.77,0.477,$21.90,0.018,$21.85,0.058,$0.20,0.002,$0.78,0.008,$6.86,0.082,$24.43,0.638,$28.26,0.495,$55.38,2.397,$89.31,0.692,$149.37,1.448,0.005,0.009,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.012,$76.80,0.51,$40.15,0.28,$21.37,0.15,$11.93,0.09,$6.96,0.05,$4.17,0.03,$2.59,0.02,$1.69,0.02,$1.11,0.01,$0.73,0.01
"$10,600",0.07%,"$2,193.09","$10,549.97",$186.73,0.099,$22.26,0.005,$144.04,0.902,$122.67,0.816,$52.23,0.514,$43.97,0.076,$0.98,0.01,$31.51,0.724,$116.21,1.489,$83.77,2.896,$80.80,0.595,$40.08,0.417,$5.67,0.05,$35.04,0.13,$0.02,0,$239.89,2.144,0.013,0,$147.51,5.5,$147.80,0.815,$22.29,0.087,$0.71,0.002,$3.31,0.036,$48.92,0.478,$22.02,0.018,$21.94,0.058,$0.20,0.002,$0.78,0.008,$6.88,0.083,$24.63,0.641,$28.29,0.496,$55.48,2.4,$90.23,0.694,$149.66,1.45,0.005,0.009,0.01,0.011,0.011,0.012,0.012,0.012,0.012,0.012,$76.88,0.51,$40.21,0.28,$21.41,0.16,$11.96,0.09,$6.97,0.05,$4.17,0.03,$2.59,0.02,$1.69,0.02,$1.11,0.01,$0.73,0.01
"$10,700",0.07%,"$2,201.46","$10,654.05",$188.03,0.099,$22.81,0.005,$144.14,0.903,$123.12,0.818,$52.40,0.515,$44.18,0.077,$0.99,0.01,$31.66,0.727,$116.31,1.491,$83.93,2.899,$81.00,0.596,$40.16,0.418,$5.71,0.05,$35.13,0.13,$0.02,0,$241.21,2.149,0.013,0,$148.15,5.508,$148.83,0.817,$22.74,0.088,$0.71,0.002,$3.34,0.036,$49.06,0.479,$22.15,0.018,$22.03,0.059,$0.21,0.002,$0.78,0.008,$6.91,0.083,$24.76,0.644,$28.36,0.496,$55.57,2.403,$91.22,0.697,$149.99,1.453,0.005,0.009,0.01,0.011,0.012,0.012,0.012,0.012,0.012,0.012,$76.96,0.51,$40.27,0.28,$21.44,0.16,$11.98,0.09,$6.99,0.05,$4.18,0.03,$2.60,0.02,$1.70,0.02,$1.12,0.01,$0.74,0.01
"$10,800",0.06%,"$2,209.76","$10,743.36",$189.01,0.1,$23.35,0.005,$144.27,0.903,$123.73,0.821,$52.78,0.518,$44.47,0.077,$1.00,0.01,$31.75,0.728,$116.42,1.492,$84.09,2.903,$81.17,0.597,$40.23,0.418,$5.72,0.05,$35.22,0.13,$0.02,0,$242.40,2.154,0.013,0,$148.59,5.519,$149.70,0.82,$22.90,0.089,$0.73,0.002,$3.34,0.036,$49.44,0.482,$22.35,0.018,$22.12,0.059,$0.21,0.002,$0.78,0.008,$6.94,0.083,$24.81,0.645,$28.43,0.497,$55.66,2.406,$92.05,0.699,$150.34,1.455,0.005,0.009,0.01,0.011,0.012,0.012,0.012,0.012,0.012,0.013,$77.06,0.51,$40.33,0.28,$21.48,0.16,$12.00,0.09,$7.01,0.05,$4.20,0.03,$2.61,0.02,$1.70,0.02,$1.12,0.01,$0.74,0.01
"$10,900",0.07%,"$2,217.99","$10,842.04",$190.59,0.1,$23.68,0.005,$144.44,0.904,$124.23,0.823,$52.89,0.519,$44.83,0.077,$1.00,0.01,$31.92,0.731,$116.63,1.493,$84.36,2.909,$81.55,0.599,$40.35,0.42,$5.72,0.05,$35.47,0.13,$0.02,0,$243.92,2.16,0.013,0,$148.90,5.527,$150.61,0.821,$23.07,0.089,$0.74,0.002,$3.35,0.036,$49.54,0.483,$22.63,0.018,$22.19,0.059,$0.22,0.002,$0.79,0.008,$7.00,0.083,$24.91,0.647,$28.61,0.5,$55.76,2.409,$93.27,0.703,$150.66,1.457,0.005,0.009,0.01,0.011,0.012,0.012,0.012,0.012,0.013,0.013,$77.21,0.51,$40.44,0.28,$21.56,0.16,$12.06,0.09,$7.04,0.06,$4.22,0.03,$2.62,0.02,$1.71,0.02,$1.13,0.01,$0.74,0.01
"$11,000",0.05%,"$2,226.17","$10,957.41",$191.75,0.1,$24.13,0.006,$144.52,0.905,$124.65,0.825,$53.07,0.52,$44.96,0.078,$1.02,0.01,$32.01,0.732,$116.74,1.494,$84.57,2.912,$81.80,0.6,$40.42,0.42,$5.73,0.05,$35.65,0.13,$0.02,0,$245.02,2.165,0.014,0,$149.22,5.534,$151.52,0.823,$23.24,0.089,$0.76,0.002,$3.43,0.037,$49.64,0.484,$22.71,0.018,$22.24,0.059,$0.23,0.002,$0.79,0.008,$7.02,0.084,$25.00,0.649,$28.72,0.501,$55.85,2.411,$94.15,0.706,$150.87,1.458,0.005,0.009,0.011,0.011,0.012,0.012,0.012,0.013,0.013,0.013,$77.28,0.51,$40.49,0.28,$21.60,0.16,$12.08,0.09,$7.06,0.06,$4.23,0.03,$2.63,0.02,$1.72,0.02,$1.13,0.01,$0.74,0.01
"$11,100",0.05%,"$2,234.29","$11,050.33",$193.30,0.101,$24.55,0.006,$144.66,0.906,$124.92,0.827,$53.17,0.521,$45.13,0.078,$1.02,0.01,$32.15,0.735,$117.14,1.496,$84.73,2.916,$81.98,0.601,$40.48,0.421,$5.74,0.05,$35.77,0.13,$0.02,0,$245.97,2.169,0.014,0,$149.45,5.54,$152.20,0.824,$23.34,0.089,$0.77,0.002,$3.44,0.037,$49.72,0.485,$22.80,0.018,$22.33,0.059,$0.23,0.002,$0.79,0.008,$7.07,0.084,$25.08,0.65,$28.79,0.502,$55.94,2.414,$94.85,0.709,$151.12,1.46,0.005,0.009,0.011,0.012,0.012,0.012,0.013,0.013,0.013,0.013,$77.40,0.52,$40.58,0.28,$21.66,0.16,$12.13,0.09,$7.09,0.06,$4.26,0.04,$2.65,0.02,$1.73,0.02,$1.15,0.01,$0.76,0.01
"$11,200",0.06%,"$2,242.36","$11,153.03",$194.20,0.101,$24.96,0.006,$144.80,0.907,$125.20,0.829,$53.44,0.524,$45.60,0.078,$1.03,0.01,$32.58,0.738,$117.34,1.498,$84.98,2.92,$82.23,0.602,$40.55,0.422,$5.75,0.051,$35.94,0.13,$0.02,0,$247.03,2.173,0.014,0,$149.75,5.546,$153.37,0.827,$23.54,0.09,$0.77,0.002,$3.45,0.037,$49.99,0.487,$23.19,0.019,$22.41,0.06,$0.23,0.002,$0.80,0.008,$7.39,0.085,$25.19,0.653,$28.90,0.503,$56.08,2.417,$95.60,0.712,$151.43,1.461,0.005,0.009,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013,$77.51,0.52,$40.66,0.28,$21.70,0.16,$12.15,0.09,$7.11,0.06,$4.27,0.04,$2.65,0.02,$1.74,0.02,$1.15,0.01,$0.76,0.01
"$11,300",0.06%,"$2,250.36","$11,242.69",$194.93,0.101,$25.28,0.006,$144.93,0.908,$125.44,0.831,$53.69,0.526,$45.82,0.079,$1.03,0.01,$32.66,0.74,$117.43,1.499,$85.34,2.929,$82.67,0.604,$40.65,0.423,$5.75,0.051,$36.27,0.13,$0.02,0,$248.43,2.179,0.014,0,$150.17,5.555,$154.44,0.829,$23.66,0.09,$0.92,0.002,$3.47,0.037,$50.21,0.489,$23.33,0.019,$22.49,0.06,$0.23,0.002,$0.80,0.008,$7.40,0.085,$25.25,0.654,$29.13,0.508,$56.21,2.42,$96.76,0.716,$151.67,1.463,0.005,0.009,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013,$77.62,0.52,$40.74,0.28,$21.77,0.16,$12.20,0.09,$7.14,0.06,$4.30,0.04,$2.67,0.02,$1.75,0.02,$1.16,0.01,$0.76,0.01
