id,carrier_name,name,level,plan_type,hsa_eligible,infertility_treatment_rider,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network
67138CA0000021-77,CalChoice,Health Net SmartCare Platinum HMO J,platinum,HMO,False,False,0,,0,,2500,,5000,,,
67138CA0240057,Health Net,Full Network HMO Platinum $10,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0240057-33,Health Net,Full Network HMO Platinum $10 + Chiropractic,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0240075,Health Net,Full Network HMO Platinum $20,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0240075-33,Health Net,Full Network HMO Platinum $20 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0240093,Health Net,Full Network HMO Gold $30,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0240093-33,Health Net,Full Network HMO Gold $30 + Chiropractic,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0240111,Health Net,Full Network HMO Gold $40,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0240111-33,Health Net,Full Network HMO Gold $40 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0240147,Health Net,Full Network HMO Platinum $10 + Infertility,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0240147-33,Health Net,Full Network HMO Platinum $10 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0240165,Health Net,Full Network HMO Platinum $20 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0240165-33,Health Net,Full Network HMO Platinum $20 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0240183,Health Net,Full Network HMO Gold $30 + Infertility,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0240183-33,Health Net,Full Network HMO Gold $30 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0240201,Health Net,Full Network HMO Gold $40 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0240201-33,Health Net,Full Network HMO Gold $40 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0240237,Health Net,Full Network HMO Silver $55,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0240237-33,Health Net,Full Network HMO Silver $55 + Chiropractic,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0240255,Health Net,Full Network HMO Silver $55 + Infertility,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0240255-33,Health Net,Full Network HMO Silver $55 + Infertility + Chiropractic,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0240453,Health Net,Full Network HMO Platinum $30,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0240453-33,Health Net,Full Network HMO Platinum $30 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0240471,Health Net,Full Network HMO Platinum $30 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0240471-33,Health Net,Full Network HMO Platinum $30 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0240489,Health Net,Full Network HMO Gold $35,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0240489-33,Health Net,Full Network HMO Gold $35 + Chiropractic,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0240507,Health Net,Full Network HMO Gold $35 + Infertility,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0240507-33,Health Net,Full Network HMO Gold $35 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0240528,Health Net,Full Network HMO Gold $50,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0240528-33,Health Net,Full Network HMO Gold $50 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0240546,Health Net,Full Network HMO Gold $50 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0240546-33,Health Net,Full Network HMO Gold $50 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0240570,Health Net,Full Network HMO Platinum $0,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0240570-33,Health Net,Full Network HMO Platinum $0 + Chiropractic,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0240571,Health Net,Full Network HMO Platinum $0 + Infertility,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0240571-33,Health Net,Full Network HMO Platinum $0 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0510081,Health Net,SmartCare HMO Platinum $10,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0510081-33,Health Net,SmartCare HMO Platinum $10 + Chiropractic,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0510088,Health Net,SmartCare HMO Platinum $20,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0510088-33,Health Net,SmartCare HMO Platinum $20 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0510095,Health Net,SmartCare HMO Gold $30,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0510095-33,Health Net,SmartCare HMO Gold $30 + Chiropractic,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0510102,Health Net,SmartCare HMO Gold $40,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0510102-33,Health Net,SmartCare HMO Gold $40 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0510116,Health Net,SmartCare HMO Platinum $10 + Infertility,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0510116-33,Health Net,SmartCare HMO Platinum $10 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0510123,Health Net,SmartCare HMO Platinum $20 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0510123-33,Health Net,SmartCare HMO Platinum $20 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0510130,Health Net,SmartCare HMO Gold $30 + Infertility,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0510130-33,Health Net,SmartCare HMO Gold $30 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0510137,Health Net,SmartCare HMO Gold $40 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0510137-33,Health Net,SmartCare HMO Gold $40 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0510151,Health Net,SmartCare HMO Silver $55,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0510151-33,Health Net,SmartCare HMO Silver $55 + Chiropractic,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0510158,Health Net,SmartCare HMO Silver $55 + Infertility,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0510158-33,Health Net,SmartCare HMO Silver $55 + Infertility + Chiropractic,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0510165,Health Net,SmartCare HMO Platinum $30,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0510165-33,Health Net,SmartCare HMO Platinum $30 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0510172,Health Net,SmartCare HMO Platinum $30 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0510172-33,Health Net,SmartCare HMO Platinum $30 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0510179,Health Net,SmartCare HMO Gold $35,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0510179-33,Health Net,SmartCare HMO Gold $35 + Chiropractic,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0510186,Health Net,SmartCare HMO Gold $35 + Infertility,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0510186-33,Health Net,SmartCare HMO Gold $35 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0510193,Health Net,SmartCare HMO Gold $50,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0510193-33,Health Net,SmartCare HMO Gold $50 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0510200,Health Net,SmartCare HMO Gold $50 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0510200-33,Health Net,SmartCare HMO Gold $50 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0510207,Health Net,SmartCare HMO Platinum $0,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0510207-33,Health Net,SmartCare HMO Platinum $0 + Chiropractic,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0510208,Health Net,SmartCare HMO Platinum $0 + Infertility,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0510208-33,Health Net,SmartCare HMO Platinum $0 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0600024,Health Net,WholeCare HMO Platinum $10,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0600024-33,Health Net,WholeCare HMO Platinum $10 + Chiropractic,platinum,HMO,False,False,0,,0,,1900,,3800,,10,
67138CA0600025,Health Net,WholeCare HMO Platinum $20,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0600025-33,Health Net,WholeCare HMO Platinum $20 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,20,
67138CA0600026,Health Net,WholeCare HMO Gold $30,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0600026-33,Health Net,WholeCare HMO Gold $30 + Chiropractic,gold,HMO,False,False,0,,0,,7000,,14000,,30,
67138CA0600027,Health Net,WholeCare HMO Gold $40,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0600027-33,Health Net,WholeCare HMO Gold $40 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0600029,Health Net,WholeCare HMO Platinum $10 + Infertility,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0600029-33,Health Net,WholeCare HMO Platinum $10 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,1900,,3800,,10,
67138CA0600030,Health Net,WholeCare HMO Platinum $20 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0600030-33,Health Net,WholeCare HMO Platinum $20 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,20,
67138CA0600031,Health Net,WholeCare HMO Gold $30 + Infertility,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0600031-33,Health Net,WholeCare HMO Gold $30 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7000,,14000,,30,
67138CA0600032,Health Net,WholeCare HMO Gold $40 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0600032-33,Health Net,WholeCare HMO Gold $40 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0600034,Health Net,WholeCare HMO Silver $55,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0600034-33,Health Net,WholeCare HMO Silver $55 + Chiropractic,silver,HMO,False,False,0,,0,,9100,,18200,,50,
67138CA0600035,Health Net,WholeCare HMO Silver $55 + Infertility,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0600035-33,Health Net,WholeCare HMO Silver $55 + Infertility + Chiropractic,silver,HMO,False,True,0,,0,,9100,,18200,,50,
67138CA0600036,Health Net,WholeCare HMO Platinum $30,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0600036-33,Health Net,WholeCare HMO Platinum $30 + Chiropractic,platinum,HMO,False,False,0,,0,,2500,,5000,,30,
67138CA0600037,Health Net,WholeCare HMO Platinum $30 + Infertility,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0600037-33,Health Net,WholeCare HMO Platinum $30 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,2500,,5000,,30,
67138CA0600038,Health Net,WholeCare HMO Gold $35,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0600038-33,Health Net,WholeCare HMO Gold $35 + Chiropractic,gold,HMO,False,False,0,,0,,7250,,14500,,30,
67138CA0600039,Health Net,WholeCare HMO Gold $35 + Infertility,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0600039-33,Health Net,WholeCare HMO Gold $35 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7250,,14500,,30,
67138CA0600041,Health Net,WholeCare HMO Gold $50,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0600041-33,Health Net,WholeCare HMO Gold $50 + Chiropractic,gold,HMO,False,False,0,,0,,7500,,15000,,40,
67138CA0600042,Health Net,WholeCare HMO Gold $50 + Infertility,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0600042-33,Health Net,WholeCare HMO Gold $50 + Infertility + Chiropractic,gold,HMO,False,True,0,,0,,7500,,15000,,40,
67138CA0600043,Health Net,WholeCare HMO Platinum $0,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0600043-33,Health Net,WholeCare HMO Platinum $0 + Chiropractic,platinum,HMO,False,False,0,,0,,3150,,6300,,30,
67138CA0600044,Health Net,WholeCare HMO Platinum $0 + Infertility,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0600044-33,Health Net,WholeCare HMO Platinum $0 + Infertility + Chiropractic,platinum,HMO,False,True,0,,0,,3150,,6300,,30,
67138CA0730007,Health Net,Platinum PPO 0/15,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,10,50
67138CA0730007-33,Health Net,Platinum PPO 0/15 + Chiropractic,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,10,50
67138CA0730026,Health Net,Platinum PPO 250/15,platinum,PPO,False,False,250,1000,500,2000,3800,9000,7600,18000,10,50
67138CA0730026-33,Health Net,Platinum PPO 250/15 + Chiropractic,platinum,PPO,False,False,250,1000,500,2000,3800,9000,7600,18000,10,50
67138CA0730045,Health Net,Gold PPO 0/35,gold,PPO,False,False,0,2000,0,4000,8100,16200,16200,32400,30,50
67138CA0730045-33,Health Net,Gold PPO 0/35 + Chiropractic,gold,PPO,False,False,0,2000,0,4000,8100,16200,16200,32400,30,50
67138CA0730064,Health Net,Gold PPO 1000/35,gold,PPO,False,False,1000,2000,2000,4000,8000,16000,16000,32000,30,50
67138CA0730064-33,Health Net,Gold PPO 1000/35 + Chiropractic,gold,PPO,False,False,1000,2000,2000,4000,8000,16000,16000,32000,30,50
67138CA0730083,Health Net,Gold PPO 1600/0,gold,PPO,False,False,1600,3200,3200,6400,8500,17000,17000,34000,40,50
67138CA0730083-33,Health Net,Gold PPO 1600/0 + Chiropractic,gold,PPO,False,False,1600,3200,3200,6400,8500,17000,17000,34000,40,50
67138CA0730102,Health Net,Gold PPO 350/25,gold,PPO,False,False,350,2000,700,4000,7800,15600,15600,31200,20,50
67138CA0730102-33,Health Net,Gold PPO 350/25 + Chiropractic,gold,PPO,False,False,350,2000,700,4000,7800,15600,15600,31200,20,50
67138CA0730121,Health Net,Gold PPO 500/20,gold,PPO,False,False,500,2000,1000,4000,8000,16000,16000,32000,30,50
67138CA0730121-33,Health Net,Gold PPO 500/20 + Chiropractic,gold,PPO,False,False,500,2000,1000,4000,8000,16000,16000,32000,30,50
67138CA0730140,Health Net,Gold PPO 750/15,gold,PPO,False,False,750,2250,1500,4500,8200,16400,16400,32800,30,50
67138CA0730140-33,Health Net,Gold PPO 750/15 + Chiropractic,gold,PPO,False,False,750,2250,1500,4500,8200,16400,16400,32800,30,50
67138CA0730159,Health Net,Silver HDHP PPO 1500/50%,silver,PPO,True,False,1500,3000,3000,6000,7000,14000,14000,28000,50,50
67138CA0730159-33,Health Net,Silver HDHP PPO 1500/50% + Chiropractic,silver,PPO,True,False,1500,3000,3000,6000,7000,14000,14000,28000,50,50
67138CA0730178,Health Net,Silver PPO 1700/50,silver,PPO,False,False,1700,3400,3400,6800,8900,17800,17800,35600,40,50
67138CA0730178-33,Health Net,Silver PPO 1700/50 + Chiropractic,silver,PPO,False,False,1700,3400,3400,6800,8900,17800,17800,35600,40,50
67138CA0730197,Health Net,Silver PPO 2250/60,silver,PPO,False,False,2250,4500,4500,9000,9100,18200,18200,36400,40,50
67138CA0730197-33,Health Net,Silver PPO 2250/60 + Chiropractic,silver,PPO,False,False,2250,4500,4500,9000,9100,18200,18200,36400,40,50
67138CA0730216,Health Net,Silver PPO 2500/55,silver,PPO,False,False,2500,5000,5000,10000,8600,17200,17200,34400,35,50
67138CA0730216-33,Health Net,Silver PPO 2500/55 + Chiropractic,silver,PPO,False,False,2500,5000,5000,10000,8600,17200,17200,34400,35,50
67138CA0730235,Health Net,Bronze HDHP PPO 7000/0%,expanded_bronze,PPO,True,False,7000,14000,14000,28000,7000,14000,14000,28000,0,0
67138CA0730235-33,Health Net,Bronze HDHP PPO 7000/0% + Chiropractic,expanded_bronze,PPO,True,False,7000,14000,14000,28000,7000,14000,14000,28000,0,0
67138CA0730254,Health Net,Bronze PPO 6300/65,expanded_bronze,PPO,False,False,6300,12600,12600,25200,8200,16400,16400,32800,40,50
67138CA0730254-33,Health Net,Bronze PPO 6300/65 + Chiropractic,expanded_bronze,PPO,False,False,6300,12600,12600,25200,8200,16400,16400,32800,40,50
67138CA0730273,Health Net,Platinum PPO 0/15 + Infertility,platinum,PPO,False,True,0,1000,0,2000,4500,9000,9000,18000,10,50
67138CA0730273-33,Health Net,Platinum PPO 0/15 + Infertility + Chiropractic,platinum,PPO,False,True,0,1000,0,2000,4500,9000,9000,18000,10,50
67138CA0730292,Health Net,Platinum PPO 250/15 + Infertility,platinum,PPO,False,True,250,1000,500,2000,3800,9000,7600,18000,10,50
67138CA0730292-33,Health Net,Platinum PPO 250/15 + Infertility + Chiropractic,platinum,PPO,False,True,250,1000,500,2000,3800,9000,7600,18000,10,50
67138CA0730311,Health Net,Gold PPO 0/35 + Infertility,gold,PPO,False,True,0,2000,0,4000,8100,16200,16200,32400,30,50
67138CA0730311-33,Health Net,Gold PPO 0/35 + Infertility + Chiropractic,gold,PPO,False,True,0,2000,0,4000,8100,16200,16200,32400,30,50
67138CA0730330,Health Net,Gold PPO 1000/35 + Infertility,gold,PPO,False,True,1000,2000,2000,4000,8000,16000,16000,32000,30,50
67138CA0730330-33,Health Net,Gold PPO 1000/35 + Infertility + Chiropractic,gold,PPO,False,True,1000,2000,2000,4000,8000,16000,16000,32000,30,50
67138CA0730349,Health Net,Gold PPO 1600/0 + Infertility,gold,PPO,False,True,1600,3200,3200,6400,8500,17000,17000,34000,40,50
67138CA0730349-33,Health Net,Gold PPO 1600/0 + Infertility + Chiropractic,gold,PPO,False,True,1600,3200,3200,6400,8500,17000,17000,34000,40,50
67138CA0730368,Health Net,Gold PPO 350/25 + Infertility,gold,PPO,False,True,350,2000,700,4000,7800,15600,15600,31200,20,50
67138CA0730368-33,Health Net,Gold PPO 350/25 + Infertility + Chiropractic,gold,PPO,False,True,350,2000,700,4000,7800,15600,15600,31200,20,50
67138CA0730387,Health Net,Gold PPO 500/20 + Infertility,gold,PPO,False,True,500,2000,1000,4000,8000,16000,16000,32000,30,50
67138CA0730387-33,Health Net,Gold PPO 500/20 + Infertility + Chiropractic,gold,PPO,False,True,500,2000,1000,4000,8000,16000,16000,32000,30,50
67138CA0730406,Health Net,Gold PPO 750/15 + Infertility,gold,PPO,False,True,750,2250,1500,4500,8200,16400,16400,32800,30,50
67138CA0730406-33,Health Net,Gold PPO 750/15 + Infertility + Chiropractic,gold,PPO,False,True,750,2250,1500,4500,8200,16400,16400,32800,30,50
67138CA0730425,Health Net,Silver HDHP PPO 1500/50% + Infertility,silver,PPO,True,True,1500,3000,3000,6000,7000,14000,14000,28000,50,50
67138CA0730425-33,Health Net,Silver HDHP PPO 1500/50% + Infertility + Chiropractic,silver,PPO,True,True,1500,3000,3000,6000,7000,14000,14000,28000,50,50
67138CA0730444,Health Net,Silver PPO 1700/50 + Infertility,silver,PPO,False,True,1700,3400,3400,6800,8900,17800,17800,35600,40,50
67138CA0730444-33,Health Net,Silver PPO 1700/50 + Infertility + Chiropractic,silver,PPO,False,True,1700,3400,3400,6800,8900,17800,17800,35600,40,50
67138CA0730463,Health Net,Silver PPO 2250/60 + Infertility,silver,PPO,False,True,2250,4500,4500,9000,9100,18200,18200,36400,40,50
67138CA0730463-33,Health Net,Silver PPO 2250/60 + Infertility + Chiropractic,silver,PPO,False,True,2250,4500,4500,9000,9100,18200,18200,36400,40,50
67138CA0730482,Health Net,Silver PPO 2500/55 + Infertility,silver,PPO,False,True,2500,5000,5000,10000,8600,17200,17200,34400,35,50
67138CA0730482-33,Health Net,Silver PPO 2500/55 + Infertility + Chiropractic,silver,PPO,False,True,2500,5000,5000,10000,8600,17200,17200,34400,35,50
67138CA0730501,Health Net,Bronze HDHP PPO 7000/0% + Infertility,expanded_bronze,PPO,True,True,7000,14000,14000,28000,7000,14000,14000,28000,0,0
67138CA0730501-33,Health Net,Bronze HDHP PPO 7000/0% + Infertility + Chiropractic,expanded_bronze,PPO,True,True,7000,14000,14000,28000,7000,14000,14000,28000,0,0
67138CA0730520,Health Net,Bronze PPO 6300/65 + Infertility,expanded_bronze,PPO,False,True,6300,12600,12600,25200,8200,16400,16400,32800,40,50
67138CA0730520-33,Health Net,Bronze PPO 6300/65 + Infertility + Chiropractic,expanded_bronze,PPO,False,True,6300,12600,12600,25200,8200,16400,16400,32800,40,50
70285CA8150001,CoveredCA,Platinum 90 PPO 0/15 + Child Dental,platinum,PPO,False,False,0,1000,0,2000,4500,9000,9000,18000,10,50
70285CA8150002,CoveredCA,Platinum 90 PPO 0/15 + Child Dental INF,platinum,PPO,False,True,0,1000,0,2000,4500,9000,9000,18000,10,50
70285CA8150003,CoveredCA,Gold 80 PPO 350/25 + Child Dental,gold,PPO,False,False,350,1000,700,2000,7800,12850,15600,25700,20,50
70285CA8150004,CoveredCA,Gold 80 PPO 350/25 + Child Dental INF,gold,PPO,False,True,350,1000,700,2000,7800,12850,15600,25700,20,50
70285CA8150005,CoveredCA,Silver 70 PPO 2500/55 + Child Dental,silver,PPO,False,False,2500,5000,5000,10000,8600,13250,17200,26500,35,50
70285CA8150006,CoveredCA,Silver 70 PPO 2500/55 + Child Dental INF,silver,PPO,False,True,2500,5000,5000,10000,8600,13250,17200,26500,35,50
70285CA8150007,CoveredCA,Bronze 60 PPO 6300/65 + Child Dental,expanded_bronze,PPO,False,False,6300,6300,12600,12600,8200,13250,16400,26500,40,50
70285CA8150008,CoveredCA,Bronze 60 PPO 6300/65 + Child Dental INF,expanded_bronze,PPO,False,True,6300,6300,12600,12600,8200,13250,16400,26500,40,50
70285CA8150051,CoveredCA,Blue Shield Silver Full PPO Savings 2300/25% + Child Dental INF,silver,PPO,True,True,2300,4600,4600,9200,7500,15000,15000,30000,25,50
70285CA8150052,CoveredCA,Blue Shield Bronze Full PPO Savings 7000 + Child Dental INF,bronze,PPO,True,True,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8150053,CoveredCA,Blue Shield Silver Full PPO Savings 2300/25% + Child Dental,silver,PPO,True,False,2300,4600,4600,9200,7500,15000,15000,30000,25,50
70285CA8150054,CoveredCA,Blue Shield Bronze Full PPO Savings 7000 + Child Dental,bronze,PPO,True,False,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8160001,BlueShield of California,Platinum Full PPO 0/10 OffEx,platinum,PPO,False,False,0,1000,0,2000,4700,9400,9400,18800,10,40
70285CA8160002,BlueShield of California,Platinum Full PPO 250/15 OffEx,platinum,PPO,False,False,250,1000,500,2000,4300,8600,8600,17200,10,40
70285CA8160003,BlueShield of California,Gold Full PPO 0/25 OffEx,gold,PPO,False,False,0,1000,0,2000,8500,17000,17000,34000,30,40
70285CA8160004,BlueShield of California,Gold Full PPO 500/30 OffEx,gold,PPO,False,False,500,1000,1000,2000,8500,17000,17000,34000,20,40
70285CA8160005,BlueShield of California,Gold Full PPO 750/30 OffEx,gold,PPO,False,False,750,1500,1500,3000,8150,16300,16300,32600,20,40
70285CA8160006,BlueShield of California,Gold Full PPO 1000/35 OffEx,gold,PPO,False,False,1000,2000,2000,4000,8150,16300,16300,32600,20,40
70285CA8160007,BlueShield of California,Silver Full PPO 2550/70 OffEx,silver,PPO,False,False,2550,5100,5100,10200,8750,17500,17500,35000,40,50
70285CA8160008,BlueShield of California,Silver Full PPO 2000/60 OffEx,silver,PPO,False,False,2000,4000,4000,8000,8750,17500,17500,35000,35,50
70285CA8160009,BlueShield of California,Bronze Full PPO 6250/65 OffEx,expanded_bronze,PPO,False,False,6250,12500,12500,25000,8750,17500,17500,35000,40,50
70285CA8160010,BlueShield of California,Bronze Full PPO 6850/55 OffEx,expanded_bronze,PPO,False,False,6850,10850,13700,21700,8750,17500,17500,35000,35,50
70285CA8160011,BlueShield of California,Silver Full PPO Savings 2300/25% OffEx,silver,PPO,True,False,2300,4600,3000,6000,7500,15000,15000,30000,25,50
70285CA8160012,BlueShield of California,Bronze Full PPO Savings 5700/40% OffEx,expanded_bronze,PPO,True,False,5700,11400,11400,22800,7000,14000,14000,28000,40,50
70285CA8160013,BlueShield of California,Bronze Full PPO Savings 7000 OffEx,expanded_bronze,PPO,True,False,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8160064,BlueShield of California,Platinum Full PPO 0/10 OffEx INF,platinum,PPO,False,True,0,1000,0,2000,4700,9400,9400,18800,10,40
70285CA8160065,BlueShield of California,Platinum Full PPO 250/15 OffEx INF,platinum,PPO,False,True,250,1000,500,2000,4300,8600,8600,17200,10,40
70285CA8160066,BlueShield of California,Gold Full PPO 0/25 OffEx INF,gold,PPO,False,True,0,1000,0,2000,8500,17000,17000,34000,30,40
70285CA8160067,BlueShield of California,Gold Full PPO 500/30 OffEx INF,gold,PPO,False,True,500,1000,1000,2000,8500,17000,17000,34000,20,40
70285CA8160068,BlueShield of California,Gold Full PPO 750/30 OffEx INF,gold,PPO,False,True,750,1500,1500,3000,8150,16300,16300,32600,20,40
70285CA8160069,BlueShield of California,Gold Full PPO 1000/35 OffEx INF,gold,PPO,False,True,1000,2000,2000,4000,8150,16300,16300,32600,20,40
70285CA8160070,BlueShield of California,Silver Full PPO 2550/70 OffEx INF,silver,PPO,False,True,2550,5100,5100,10200,8750,17500,17500,35000,40,50
70285CA8160071,BlueShield of California,Silver Full PPO 2000/60 OffEx INF,silver,PPO,False,True,2000,4000,4000,8000,8750,17500,17500,35000,35,50
70285CA8160072,BlueShield of California,Bronze Full PPO 6250/65 OffEx INF,expanded_bronze,PPO,False,True,6250,12500,12500,25000,8750,17500,17500,35000,40,50
70285CA8160073,BlueShield of California,Bronze Full PPO 6850/55 OffEx INF,expanded_bronze,PPO,False,True,6850,10850,13700,21700,8750,17500,17500,35000,35,50
70285CA8160074,BlueShield of California,Silver Full PPO Savings 2300/25% OffEx INF,silver,PPO,True,True,2300,4600,3000,6000,7500,15000,15000,30000,25,50
70285CA8160075,BlueShield of California,Bronze Full PPO Savings 5700/40% OffEx INF,expanded_bronze,PPO,True,True,5700,11400,11400,22800,7000,14000,14000,28000,40,50
