id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,network_size,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,primary_care_physician_out_of_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,pcp_cleaned_dollar_values_out_of_network,pcp_cleaned_percentages_out_of_network,pcp_initial_visits_out_of_network,pcp_after_deductible_out_of_network
70285CA8160001,BlueShield of California,Platinum Full PPO 0/10 OffEx,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $9,400 / Out-of-Network: $18,800",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,63374,0,1000,0,2000,4700,9400,9400,18800,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160064,BlueShield of California,Platinum Full PPO 0/10 OffEx INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $9,400 / Out-of-Network: $18,800",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,63374,0,1000,0,2000,4700,9400,9400,18800,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160741,BlueShield of California,Platinum Full PPO 250/10 OffEx,platinum,PPO,In-Network: $250 / Out-of-Network: $250,In-Network: $500 / Out-of-Network: $500,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,63374,250,250,500,500,3500,7000,7000,14000,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160743,BlueShield of California,Platinum Full PPO 250/10 OffEx INF,platinum,PPO,In-Network: $250 / Out-of-Network: $250,In-Network: $500 / Out-of-Network: $500,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,63374,250,250,500,500,3500,7000,7000,14000,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160002,BlueShield of California,Platinum Full PPO 250/15 OffEx,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,300 / Out-of-Network: $8,600","In-Network: $8,600 / Out-of-Network: $17,200",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 40% after deductible,63374,250,1000,500,2000,4300,8600,8600,17200,10,40,0,0,$15,40% after deductible,[15.0],[],0,False,[],[40.0],0,True
70285CA8160065,BlueShield of California,Platinum Full PPO 250/15 OffEx INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $9,400 / Out-of-Network: $18,800",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,63374,0,1000,0,2000,4700,9400,9400,18800,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
67138CA0730012,Health Net,Platinum PPO 0/15,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730012-33,Health Net,Platinum PPO 0/15 + Chiropractic,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730278,Health Net,Platinum PPO 0/15 INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730278-33,Health Net,Platinum PPO 0/15 INF + Chiropractic,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,500 / Out-of-Network: $9,000","In-Network: $9,000 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,0,1000,0,2000,4500,9000,9000,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730031,Health Net,Platinum PPO 250/15,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $9,000","In-Network: $7,600 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,250,1000,500,2000,3800,9000,7600,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730031-33,Health Net,Platinum PPO 250/15 + Chiropractic,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $9,000","In-Network: $7,600 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,250,1000,500,2000,3800,9000,7600,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730297,Health Net,Platinum PPO 250/15 INF,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $9,000","In-Network: $7,600 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,250,1000,500,2000,3800,9000,7600,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
67138CA0730297-33,Health Net,Platinum PPO 250/15 INF + Chiropractic,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $9,000","In-Network: $7,600 / Out-of-Network: $18,000",In-Network: 10% / Out-of-Network: 50%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,67879,250,1000,500,2000,3800,9000,7600,18000,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
70285CA8160318,BlueShield of California,Platinum Tandem PPO 0/0 OffEx,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $10,000 / Out-of-Network: $20,000",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: 40% after deductible,52951,0,1000,0,2000,5000,10000,10000,20000,10,40,0,0,$0,40% after deductible,[0.0],[],0,False,[],[40.0],0,True
70285CA8160337,BlueShield of California,Platinum Tandem PPO 0/0 OffEx INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $10,000 / Out-of-Network: $20,000",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: 40% after deductible,52951,0,1000,0,2000,5000,10000,10000,20000,10,40,0,0,$0,40% after deductible,[0.0],[],0,False,[],[40.0],0,True
70285CA8160088,BlueShield of California,Platinum Tandem PPO 0/10 OffEx,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $9,400 / Out-of-Network: $18,800",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,52951,0,1000,0,2000,4700,9400,9400,18800,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160202,BlueShield of California,Platinum Tandem PPO 0/10 OffEx INF,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $9,400 / Out-of-Network: $18,800",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,52951,0,1000,0,2000,4700,9400,9400,18800,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160756,BlueShield of California,Platinum Tandem PPO 250/10 OffEx,platinum,PPO,In-Network: $250 / Out-of-Network: $250,In-Network: $500 / Out-of-Network: $500,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,52951,250,250,500,500,3500,7000,7000,14000,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160794,BlueShield of California,Platinum Tandem PPO 250/10 OffEx INF,platinum,PPO,In-Network: $250 / Out-of-Network: $250,In-Network: $500 / Out-of-Network: $500,"In-Network: $3,500 / Out-of-Network: $7,000","In-Network: $7,000 / Out-of-Network: $14,000",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 40% after deductible,52951,250,250,500,500,3500,7000,7000,14000,10,40,0,0,$10,40% after deductible,[10.0],[],0,False,[],[40.0],0,True
70285CA8160107,BlueShield of California,Platinum Tandem PPO 250/15 OffEx,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,300 / Out-of-Network: $8,600","In-Network: $8,600 / Out-of-Network: $17,200",In-Network: 10% / Out-of-Network: 40%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 40% after deductible,52951,250,1000,500,2000,4300,8600,8600,17200,10,40,0,0,$15,40% after deductible,[15.0],[],0,False,[],[40.0],0,True
70285CA8160221,BlueShield of California,Platinum Tandem PPO 250/15 OffEx INF,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,300 / Out-of-Network: $8,600","In-Network: $8,600 / Out-of-Network: $17,200",In-Network: 10% / Out-of-Network: 40%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 40% after deductible,52951,250,1000,500,2000,4300,8600,8600,17200,10,40,0,0,$15,40% after deductible,[15.0],[],0,False,[],[40.0],0,True
37873CA0090058,UnitedHealthcare,Select Plus PPO Bronze DH9Q /L65S,bronze,PPO,"In-Network: $7,500 / Out-of-Network: $15,000","In-Network: $15,000 / Out-of-Network: $30,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 50% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 50% after deductible / Out-of-Network: 50% after deductible,90789,7500,15000,15000,30000,9450,18900,18900,37800,50,50,0,0,50% after deductible,50% after deductible,[],[50.0],0,True,[],[50.0],0,True
37873CA0090073,UnitedHealthcare,Select Plus PPO Bronze DIAA /L42S,bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: 40% after deductible / Out-of-Network: 50% after deductible,90789,6000,12000,12000,24000,9450,18900,18900,37800,40,50,500,1000,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0090052,UnitedHealthcare,Select Plus PPO Gold DH9T /P60S,gold,PPO,"In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $9,150 / Out-of-Network: $18,300","In-Network: $18,300 / Out-of-Network: $36,600",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,90789,1000,2000,2000,4000,9150,18300,18300,36600,20,50,300,600,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
37873CA0090076,UnitedHealthcare,Select Plus PPO Gold DIAD /P58S,gold,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $8,950 / Out-of-Network: $17,900","In-Network: $17,900 / Out-of-Network: $35,800",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: 50% after deductible,90789,0,1000,0,2000,8950,17900,17900,35800,30,50,0,0,$25,50% after deductible,[25.0],[],0,False,[],[50.0],0,True
37873CA0090078,UnitedHealthcare,Select Plus PPO Gold DIAF /P59S,gold,PPO,"In-Network: $500 / Out-of-Network: $1,000","In-Network: $1,000 / Out-of-Network: $2,000","In-Network: $8,950 / Out-of-Network: $17,900","In-Network: $17,900 / Out-of-Network: $35,800",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: 50% after deductible,90789,500,1000,1000,2000,8950,17900,17900,35800,20,50,300,600,$30,50% after deductible,[30.0],[],0,False,[],[50.0],0,True
37873CA0090082,UnitedHealthcare,Select Plus PPO Gold DIAJ /L40S,gold,PPO,"In-Network: $1,500 / Out-of-Network: $3,000","In-Network: $3,000 / Out-of-Network: $6,000","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 30% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $10 / Out-of-Network: 50% after deductible,90789,1500,3000,3000,6000,9450,18900,18900,37800,30,50,300,600,$10,50% after deductible,[10.0],[],0,False,[],[50.0],0,True
37873CA0090081,UnitedHealthcare,Select Plus PPO HDHP Bronze DIAI /L45S,bronze,PPO,"In-Network: $6,000 / Out-of-Network: $12,000","In-Network: $12,000 / Out-of-Network: $24,000","In-Network: $8,000 / Out-of-Network: $16,000","In-Network: $16,000 / Out-of-Network: $32,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,90789,6000,12000,12000,24000,8000,16000,16000,32000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0090074,UnitedHealthcare,Select Plus PPO HDHP Silver DIAB /L46S,silver,PPO,"In-Network: $2,800 / Out-of-Network: $5,600","In-Network: $3,200 / Out-of-Network: $6,400","In-Network: $8,000 / Out-of-Network: $16,000","In-Network: $16,000 / Out-of-Network: $32,000",In-Network: 40% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 40% after deductible / Out-of-Network: 50% after deductible,90789,2800,5600,3200,6400,8000,16000,16000,32000,40,50,0,0,40% after deductible,50% after deductible,[],[40.0],0,True,[],[50.0],0,True
37873CA0000124-13,UnitedHealthcare,Select Plus PPO Platinum DH98 /P56S,platinum,PPO,"In-Network: $0 / Out-of-Network: $1,000","In-Network: $0 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,90789,0,1000,0,2000,3800,7600,7600,15200,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090072,UnitedHealthcare,Select Plus PPO Platinum DH99 /P56S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,90789,250,1000,500,2000,3800,7600,7600,15200,20,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090075,UnitedHealthcare,Select Plus PPO Platinum DIAC /P57S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $4,350 / Out-of-Network: $8,700","In-Network: $8,700 / Out-of-Network: $17,400",In-Network: 20% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $5 / Out-of-Network: 50% after deductible,90789,250,1000,500,2000,4350,8700,8700,17400,20,50,0,0,$5,50% after deductible,[5.0],[],0,False,[],[50.0],0,True
37873CA0000123-13,UnitedHealthcare,Select Plus PPO Platinum DIAE /P56S,platinum,PPO,"In-Network: $250 / Out-of-Network: $1,000","In-Network: $500 / Out-of-Network: $2,000","In-Network: $3,800 / Out-of-Network: $7,600","In-Network: $7,600 / Out-of-Network: $15,200",In-Network: 10% / Out-of-Network: 50%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: 50% after deductible,90789,250,1000,500,2000,3800,7600,7600,15200,10,50,0,0,$15,50% after deductible,[15.0],[],0,False,[],[50.0],0,True
37873CA0090079,UnitedHealthcare,Select Plus PPO Silver DIAG /L41S,silver,PPO,"In-Network: $1,950 / Out-of-Network: $3,900","In-Network: $3,900 / Out-of-Network: $7,800","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,90789,1950,3900,3900,7800,9450,18900,18900,37800,40,50,350,700,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
37873CA0090080,UnitedHealthcare,Select Plus PPO Silver DIAH /L41S,silver,PPO,"In-Network: $2,450 / Out-of-Network: $4,900","In-Network: $4,900 / Out-of-Network: $9,800","In-Network: $9,450 / Out-of-Network: $18,900","In-Network: $18,900 / Out-of-Network: $37,800",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 50% after deductible,90789,2450,4900,4900,9800,9450,18900,18900,37800,40,50,350,700,$55,50% after deductible,[55.0],[],0,False,[],[50.0],0,True
27330CA0130008,Kaiser Permanente,Silver 70 PPO 2500/55 + Child Dental,silver,PPO,"In-Network: $2,500 / Out-of-Network: $5,000","In-Network: $5,000 / Out-of-Network: $10,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 40%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: 40% after deductible,34442,2500,5000,5000,10000,8750,17500,17500,35000,35,40,300,600,$55,40% after deductible,[55.0],[],0,False,[],[40.0],0,True
70285CA8160008,BlueShield of California,Silver Full PPO 2000/60 OffEx,silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,63374,2000,4000,4000,8000,8750,17500,17500,35000,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
70285CA8160071,BlueShield of California,Silver Full PPO 2000/60 OffEx INF,silver,PPO,"In-Network: $2,000 / Out-of-Network: $4,000","In-Network: $4,000 / Out-of-Network: $8,000","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 35% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: 50% after deductible,63374,2000,4000,4000,8000,8750,17500,17500,35000,35,50,350,700,$60,50% after deductible,[60.0],[],0,False,[],[50.0],0,True
70285CA8160701,BlueShield of California,Silver Full PPO 2350/65 OffEx,silver,PPO,"In-Network: $2,350 / Out-of-Network: $4,700","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: 50% after deductible,63374,2350,4700,4700,9400,8750,17500,17500,35000,40,50,350,700,$65,50% after deductible,[65.0],[],0,False,[],[50.0],0,True
70285CA8160702,BlueShield of California,Silver Full PPO 2350/65 OffEx INF,silver,PPO,"In-Network: $2,350 / Out-of-Network: $4,700","In-Network: $4,700 / Out-of-Network: $9,400","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $350 / Out-of-Network: Not Covered,In-Network: $700 / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: 50% after deductible,63374,2350,4700,4700,9400,8750,17500,17500,35000,40,50,350,700,$65,50% after deductible,[65.0],[],0,False,[],[50.0],0,True
70285CA8160007,BlueShield of California,Silver Full PPO 2550/70 OffEx,silver,PPO,"In-Network: $2,550 / Out-of-Network: $5,100","In-Network: $5,100 / Out-of-Network: $10,200","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: 50% after deductible,63374,2550,5100,5100,10200,8750,17500,17500,35000,40,50,300,600,$70,50% after deductible,[70.0],[],0,False,[],[50.0],0,True
70285CA8160070,BlueShield of California,Silver Full PPO 2550/70 OffEx INF,silver,PPO,"In-Network: $2,550 / Out-of-Network: $5,100","In-Network: $5,100 / Out-of-Network: $10,200","In-Network: $8,750 / Out-of-Network: $17,500","In-Network: $17,500 / Out-of-Network: $35,000",In-Network: 40% / Out-of-Network: 50%,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: 50% after deductible,63374,2550,5100,5100,10200,8750,17500,17500,35000,40,50,300,600,$70,50% after deductible,[70.0],[],0,False,[],[50.0],0,True
70285CA8160011,BlueShield of California,Silver Full PPO Savings 2300/30% OffEx,silver,PPO,"In-Network: $2,300 / Out-of-Network: $4,600","In-Network: $4,600 / Out-of-Network: $9,200","In-Network: $7,900 / Out-of-Network: $15,800","In-Network: $15,800 / Out-of-Network: $31,600",In-Network: 30% / Out-of-Network: 50%,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 30% after deductible / Out-of-Network: 50% after deductible,63374,2300,4600,4600,9200,7900,15800,15800,31600,30,50,0,0,30% after deductible,50% after deductible,[],[30.0],0,True,[],[50.0],0,True
