id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
49116CA0070760,UnitedHealthcare,SignatureValue HMO Gold 35-70/20%/500ded - CWYF,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,000 / Out-of-Network: Not Covered","In-Network: $16,000 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: unknown,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,8000,16000,20,100,200,$35,[35.0],[],0,False,False
49116CA0070747,UnitedHealthcare,SignatureValue HMO Gold 35-70/700d - CWYC,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
49116CA0070914,UnitedHealthcare,SignatureValue HMO Platinum - DIO2,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,000 / Out-of-Network: Not Covered","In-Network: $8,000 / Out-of-Network: Not Covered",In-Network: 20% / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $25 / Out-of-Network: Not Covered,True,0,0,4000,8000,20,0,0,$0,[0.0],[],0,False,False
49116CA0070709,UnitedHealthcare,SignatureValue HMO Platinum 20-40/300d - CWXY,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$20,[20.0],[],0,False,False
49116CA0070731,UnitedHealthcare,SignatureValue HMO Platinum 25-50/10% - CWX6,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 10% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,3500,7000,10,0,0,$25,[25.0],[],0,False,False
49116CA0070718,UnitedHealthcare,SignatureValue HMO Platinum 25-50/400d - CWX3,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $6,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,3000,6000,0,0,0,$25,[25.0],[],0,False,False
49116CA0070915,UnitedHealthcare,SignatureValue HMO Silver - DIPA,silver,HMO,"In-Network: $2,400 / Out-of-Network: Not Covered","In-Network: $4,800 / Out-of-Network: Not Covered","In-Network: $9,400 / Out-of-Network: Not Covered","In-Network: $18,800 / Out-of-Network: Not Covered",In-Network: 40% / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $60 / Out-of-Network: Not Covered,True,2400,4800,9400,18800,40,400,800,$0,[0.0],[],0,False,False
49116CA0070737,UnitedHealthcare,SignatureValue Harmony HMO Gold - DIO4,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: $0 / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$0,[0.0],[],0,False,False
49116CA0070766,UnitedHealthcare,SignatureValue Harmony HMO Gold - DIO7,gold,HMO,"In-Network: $1,250 / Out-of-Network: Not Covered","In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 25% / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $35 / Out-of-Network: Not Covered,True,1250,2500,7250,14500,25,100,200,$0,[0.0],[],0,False,False
49116CA0070753,UnitedHealthcare,SignatureValue Harmony HMO Gold 35-70/20%/500ded - CWYE,gold,HMO,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $8,000 / Out-of-Network: Not Covered","In-Network: $16,000 / Out-of-Network: Not Covered",In-Network: 20% / Out-of-Network: unknown,False,False,In-Network: $100 / Out-of-Network: Not Covered,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,500,1000,8000,16000,20,100,200,$35,[35.0],[],0,False,False
49116CA0070740,UnitedHealthcare,SignatureValue Harmony HMO Gold 35-70/700d - CWYB,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7500,15000,0,0,0,$35,[35.0],[],0,False,False
49116CA0070481,UnitedHealthcare,SignatureValue Harmony HMO Platinum - DIOZ,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $4,000 / Out-of-Network: Not Covered","In-Network: $8,000 / Out-of-Network: Not Covered",In-Network: 20% / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $25 / Out-of-Network: Not Covered,True,0,0,4000,8000,20,0,0,$0,[0.0],[],0,False,False
49116CA0070708,UnitedHealthcare,SignatureValue Harmony HMO Platinum 20-40/300d - CWXX,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$20,[20.0],[],0,False,False
49116CA0070724,UnitedHealthcare,SignatureValue Harmony HMO Platinum 25-50/10% - CWX5,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,500 / Out-of-Network: Not Covered","In-Network: $7,000 / Out-of-Network: Not Covered",In-Network: 10% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,3500,7000,10,0,0,$25,[25.0],[],0,False,False
49116CA0070711,UnitedHealthcare,SignatureValue Harmony HMO Platinum 25-50/400d - CWX2,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $3,000 / Out-of-Network: Not Covered","In-Network: $6,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: unknown,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,3000,6000,0,0,0,$25,[25.0],[],0,False,False
49116CA0070497,UnitedHealthcare,SignatureValue Harmony HMO Silver - DIPB,silver,HMO,"In-Network: $2,400 / Out-of-Network: Not Covered","In-Network: $4,800 / Out-of-Network: Not Covered","In-Network: $9,400 / Out-of-Network: Not Covered","In-Network: $18,800 / Out-of-Network: Not Covered",In-Network: 40% / In-Network-Tier-2: 0% / Out-of-Network: 0%,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: $60 / Out-of-Network: Not Covered,True,2400,4800,9400,18800,40,400,800,$0,[0.0],[],0,False,False
49116CA0070779,UnitedHealthcare,SignatureValue Harmony HMO Silver - DIPD,silver,HMO,"In-Network: $2,400 / Out-of-Network: Not Covered","In-Network: $4,800 / Out-of-Network: Not Covered","In-Network: $9,400 / Out-of-Network: Not Covered","In-Network: $18,800 / Out-of-Network: Not Covered",In-Network: 40% / In-Network-Tier-2: 40% / Out-of-Network: 0%,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $0 / In-Network-Tier-2: 40% after deductible / Out-of-Network: Not Covered,True,2400,4800,9400,18800,40,400,800,$0,[0.0],[],0,False,False
40513CA0410046,Kaiser Permanente,Silver 70 HDHP HMO 2850/25% + Child Dental,silver,HMO,"In-Network: $2,850 / Out-of-Network: Not Covered","In-Network: $5,700 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 25% / Out-of-Network: Not Applicable,True,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 25% after deductible / Out-of-Network: Not Covered,False,2850,5700,7500,15000,25,0,0,25% after deductible,[],[25.0],0,True,False
40513CA0410048,Kaiser Permanente,Silver 70 HDHP HMO 2850/25% + Child Dental INF,silver,HMO,"In-Network: $2,850 / Out-of-Network: Not Covered","In-Network: $5,700 / Out-of-Network: Not Covered","In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 25% / Out-of-Network: Not Applicable,True,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: 25% after deductible / Out-of-Network: Not Covered,False,2850,5700,7500,15000,25,0,0,25% after deductible,[],[25.0],0,True,False
40513CA0410017,Kaiser Permanente,Silver 70 HMO 1900/65 + Child Dental Alt,silver,HMO,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,1900,3800,8750,17500,45,0,0,$65,[65.0],[],0,False,False
40513CA0410042,Kaiser Permanente,Silver 70 HMO 1900/65 + Child Dental Alt INF,silver,HMO,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,1900,3800,8750,17500,45,0,0,$65,[65.0],[],0,False,False
40513CA0410049,Kaiser Permanente,Silver 70 HMO 2300/65 + Child Dental Alt,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: $65 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,45,500,1000,$65,[65.0],[],0,False,False
40513CA0410050,Kaiser Permanente,Silver 70 HMO 2300/65 + Child Dental Alt INF,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: $500 / Out-of-Network: Not Covered,"In-Network: $1,000 / Out-of-Network: Not Covered",In-Network: $65 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,45,500,1000,$65,[65.0],[],0,False,False
40513CA0410016,Kaiser Permanente,Silver 70 HMO 2500/55 + Child Dental,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
40513CA0410043,Kaiser Permanente,Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 35% / Out-of-Network: Not Applicable,False,True,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,False,2500,5000,8750,17500,35,300,600,$55,[55.0],[],0,False,False
40513CA0410057,Kaiser Permanente,Silver 70 HMO 2950/65 + Child Dental Alt,silver,HMO,"In-Network: $2,950 / Out-of-Network: Not Covered","In-Network: $5,900 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,2950,5900,9100,18200,45,0,0,$65,[65.0],[],0,False,False
40513CA0410058,Kaiser Permanente,Silver 70 HMO 2950/65 + Child Dental Alt INF,silver,HMO,"In-Network: $2,950 / Out-of-Network: Not Covered","In-Network: $5,900 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $65 / Out-of-Network: Not Covered,True,2950,5900,9100,18200,45,0,0,$65,[65.0],[],0,False,False
70285CA8170068,BlueShield of California,Silver Access+ HMO 2300/70 OffEx,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8170384,BlueShield of California,Silver Access+ HMO 2300/70 OffEx INF,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,True,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8170971,BlueShield of California,Silver Access+ HMO 2750/70 OffEx,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
70285CA8171035,BlueShield of California,Silver Access+ HMO 2750/70 OffEx INF,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
70285CA8170083,BlueShield of California,Silver Local Access+ HMO 2300/70 OffEx,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8170399,BlueShield of California,Silver Local Access+ HMO 2300/70 OffEx INF,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,True,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8170986,BlueShield of California,Silver Local Access+ HMO 2750/70 OffEx,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
70285CA8171050,BlueShield of California,Silver Local Access+ HMO 2750/70 OffEx INF,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
70285CA8170100,BlueShield of California,Silver Trio HMO 2300/70 OffEx,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,False,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8170416,BlueShield of California,Silver Trio HMO 2300/70 OffEx INF,silver,HMO,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 40% / Out-of-Network: Not Applicable,False,True,In-Network: $450 / Out-of-Network: Not Covered,In-Network: $900 / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2300,4600,8750,17500,40,450,900,$70,[70.0],[],0,False,False
70285CA8171004,BlueShield of California,Silver Trio HMO 2750/70 OffEx,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
70285CA8171068,BlueShield of California,Silver Trio HMO 2750/70 OffEx INF,silver,HMO,"In-Network: $2,750 / Out-of-Network: Not Covered","In-Network: $5,500 / Out-of-Network: Not Covered","In-Network: $8,750 / Out-of-Network: Not Covered","In-Network: $17,500 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,True,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $70 / Out-of-Network: Not Covered,True,2750,5500,8750,17500,45,0,0,$70,[70.0],[],0,False,False
67138CA0510099,Health Net,SmartCare HMO Gold $30,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
67138CA0510099-33,Health Net,SmartCare HMO Gold $30 + Chiropractic,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
67138CA0510134,Health Net,SmartCare HMO Gold $30 INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,False,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
67138CA0510134-33,Health Net,SmartCare HMO Gold $30 INF + Chiropractic,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
67138CA0510183,Health Net,SmartCare HMO Gold $35,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0510183-33,Health Net,SmartCare HMO Gold $35 + Chiropractic,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0510190,Health Net,SmartCare HMO Gold $35 INF,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,False,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0510190-33,Health Net,SmartCare HMO Gold $35 INF + Chiropractic,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,350 / Out-of-Network: Not Covered","In-Network: $14,700 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,True,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,0,0,7350,14700,0,0,0,$35,[35.0],[],0,False,False
67138CA0510106,Health Net,SmartCare HMO Gold $40,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,500 / Out-of-Network: Not Covered","In-Network: $15,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: 0%,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $40 / Out-of-Network: Not Covered,False,0,0,7500,15000,0,0,0,$40,[40.0],[],0,False,False
